FECHA,TIPO_REPORTE,TIPO_DATO,SUBTIPO_DATO,VALOR,FECHA_PROCESO,ID_CARGA
05AUG2021:00:00:00,reporte_prensa,plan_detectar_bv,casos_confirmados_barrio_31,3508.0,01OCT2021:00:00:00,2329107
11SEP2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_almagro,4517.0,01OCT2021:00:00:00,2329107
11SEP2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_balvanera,6047.0,01OCT2021:00:00:00,2329107
11SEP2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_barracas,2506.0,01OCT2021:00:00:00,2329107
11SEP2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_belgrano,4174.0,01OCT2021:00:00:00,2329107
11SEP2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_boedo,101.0,01OCT2021:00:00:00,2329107
11SEP2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_caballito,3463.0,01OCT2021:00:00:00,2329107
11SEP2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_ch_piedra_buena,106.0,01OCT2021:00:00:00,2329107
11SEP2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_chacarita,1334.0,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,casos_residentes,casos_confirmados_acumulados,500700.0,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,casos_residentes,altas_acumuladas,63254.0,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,casos_residentes,fallecidos_acumulados,11699.0,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,casos_residentes,recuperados_acumulados,463122.0,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,casos_residentes,%_letalidad_acumulada,2.34,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,casos_residentes,casos_confirmados_reportados_del_dia,152.0,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,casos_residentes,altas_reportados_del_dia,3.0,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,casos_residentes,fallecidos_reportados_del_dia,1.0,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,casos_residentes,recuperados_del_dia,335.0,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,casos_no_residentes,casos_confirmados_acumulados,359560.0,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,casos_no_residentes,altas_acumuladas,27555.0,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,casos_no_residentes,fallecidos_acumulados,4271.0,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,casos_no_residentes,recuperados_acumulados,339928.0,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,casos_no_residentes,casos_confirmados_reportados_del_dia,71.0,01OCT2021:00:00:00,2329107
23AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,total_casos_confirmados_detectar_movil,63955.0,01OCT2021:00:00:00,2329107
03AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_ch_piedra_buena,66.0,01OCT2021:00:00:00,2329107
03AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_chacarita,1331.0,01OCT2021:00:00:00,2329107
03AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_coghlan,8.0,01OCT2021:00:00:00,2329107
03AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_constitucion,999.0,01OCT2021:00:00:00,2329107
03AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_flores,4334.0,01OCT2021:00:00:00,2329107
03AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_floresta_villa_mitre,1606.0,01OCT2021:00:00:00,2329107
03AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_la_boca,3029.0,01OCT2021:00:00:00,2329107
03AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_la_paternal,1567.0,01OCT2021:00:00:00,2329107
03AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_mataderos,3202.0,01OCT2021:00:00:00,2329107
03AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_nunez,19.0,01OCT2021:00:00:00,2329107
03AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_palermo,3679.0,01OCT2021:00:00:00,2329107
03AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_parque_avellaneda,294.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,ocupacion_de_camas_sistema_publico,graves_no_arm,74.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,ocupacion_de_camas_sistema_publico,graves_arm,96.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,ocupacion_de_camas_sistema_publico,moderados,156.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,ocupacion_de_camas_sistema_publico,leves_total_hoteles_hospitales,139.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,ocupacion_de_camas_sistema_publico,leves_hospitales,18.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,barrios_vulnerables,casos_confirmados_acumulados,27261.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,barrios_vulnerables,altas_acumuladas,13391.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,barrios_vulnerables,fallecidos_acumulados,416.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,barrios_vulnerables,recuperados_acumulados,25804.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,barrios_vulnerables,%_letalidad_acumulada,1.53,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,barrios_vulnerables,casos_confirmados_reportados_del_dia,2.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,barrios_vulnerables,altas_reportados_del_dia,0.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,barrios_vulnerables,fallecidos_reportados_del_dia,0.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,barrios_vulnerables,recuperados_del_dia,11.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,tr_en_centros_de_salud_hospitales_cesacs_cemar_e_irep,tr_realizados_acumulados,437948.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,tr_en_centros_de_salud_hospitales_cesacs_cemar_e_irep,tr_realizados_acumulados_positivos,10630.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,tr_en_centros_de_salud_hospitales_cesacs_cemar_e_irep,pcr_realizados_positivos,3117.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,tr_en_centros_de_salud_hospitales_cesacs_cemar_e_irep,tr_nuevos,0.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,tr_en_centros_de_salud_hospitales_cesacs_cemar_e_irep,tr_realizados_positivos_reportados_del_dia,0.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,tr_en_centros_de_salud_hospitales_cesacs_cemar_e_irep,pcr_realizados_positivos_reportados_del_dia,0.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,tr_en_geriatricos,tr_realizados_acumulados,111818.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,tr_en_geriatricos,tr_realizados_acumulados_positivos,2949.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,tr_en_geriatricos,pcr_realizados_positivos,1708.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,tr_en_geriatricos,tr_nuevos,0.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,tr_en_geriatricos,tr_realizados_positivos_reportados_del_dia,0.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,tr_en_geriatricos,pcr_realizados_positivos_reportados_del_dia,-1.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,tr_en_fuerzas_de_seguridad_insituto_de_cadetes_transporte_y_carga_manual_policia,tr_realizados_acumulados,154379.0,01OCT2021:00:00:00,2329107
08AUG2021:00:00:00,reporte_prensa,tr_en_fuerzas_de_seguridad_insituto_de_cadetes_transporte_y_carga_manual_policia,tr_realizados_acumulados_positivos,10796.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_parque_avellaneda,2747.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_parque_chacabuco,227.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_parque_patricios,1319.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_pompeya,38467.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_recoleta,21581.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_saavedra,38426.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_san_cristobal,3365.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_san_telmo,64929.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_soldati,8767.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_villa_crespo,213.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_villa_ortuzar,6903.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_villa_riachuelo_-_lugano,44174.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_villa_urquiza,195.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,total_hisopados_detectar_movil,634802.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_almagro,4427.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_balvanera,5825.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_barracas,2445.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_belgrano,3767.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_boedo,101.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_caballito,3243.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_ch_piedra_buena,61.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_chacarita,1331.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_coghlan,8.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_constitucion,999.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_flores,4331.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_floresta_villa_mitre,1602.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_la_boca,3009.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_la_paternal,1560.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_mataderos,3190.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_nunez,19.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_palermo,3672.0,01OCT2021:00:00:00,2329107
02AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,casos_confirmados_parque_avellaneda,294.0,01OCT2021:00:00:00,2329107
07AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_barrio_palermo,37228.0,01OCT2021:00:00:00,2329107
07AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_belgrano,52971.0,01OCT2021:00:00:00,2329107
07AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_boedo,631.0,01OCT2021:00:00:00,2329107
07AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_caballito,39454.0,01OCT2021:00:00:00,2329107
07AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_ch_piedra_buena,1363.0,01OCT2021:00:00:00,2329107
07AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_chacarita,12810.0,01OCT2021:00:00:00,2329107
07AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_coghlan,31.0,01OCT2021:00:00:00,2329107
07AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_floresta_villa_mitre,18931.0,01OCT2021:00:00:00,2329107
07AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_la_paternal,14943.0,01OCT2021:00:00:00,2329107
07AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_mataderos,30563.0,01OCT2021:00:00:00,2329107
07AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_nunez,249.0,01OCT2021:00:00:00,2329107
07AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_parque_avellaneda,2747.0,01OCT2021:00:00:00,2329107
07AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_parque_chacabuco,227.0,01OCT2021:00:00:00,2329107
07AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_parque_patricios,1319.0,01OCT2021:00:00:00,2329107
07AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_pompeya,39915.0,01OCT2021:00:00:00,2329107
07AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_recoleta,22196.0,01OCT2021:00:00:00,2329107
07AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_saavedra,39810.0,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,personas_hisopadas,%_positividad_personas_hisopadas_totales_96hs,7.3,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,personas_hisopadas,media_movil_7_dias_%_positividad_totales_96hs,8.1,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,personas_hisopadas,%_positividad_personas_hisopadas_reportadas_del_dia_totales,17.6,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,personas_hisopadas,personas_hisopadas_reportados_del_dia_no_caba,2196.0,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,personas_hisopadas,%_positividad_personas_hisopadas_no_caba_96hs,7.5,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,personas_hisopadas,media_movil_7_dias_%_positividad_no_caba_96hs,8.2,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,personas_hisopadas,%_positividad_personas_hisopadas_reportados_del_dia_no_caba,14.9,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,personas_hisopadas,personas_hisopadas_reportados_del_dia_caba,2219.0,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,personas_hisopadas,%_positividad_personas_hisopadas_caba_96hs,7.3,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,personas_hisopadas,media_movil_7_dias_%_positividad_caba_96hs,8.1,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,personas_hisopadas,%_positividad_personas_hisopadas_reportados_del_dia_caba,20.3,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,personas_hisopadas,testeos_reportados_del_dia_totales,16280.0,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,personas_hisopadas,testeos_reportados_del_dia_caba,10958.0,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,personas_hisopadas,testeos_reportados_del_dia_no_caba,5322.0,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,personas_hisopadas,testeos_acumulados_totales,4912152.0,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,personas_hisopadas,testeos_acumulados_caba,3092850.0,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,personas_hisopadas,testeos_acumulados_no_caba,1819302.0,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,personas_hisopadas,testeos_positividad_acumulada_total,16.1,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,personas_hisopadas,testeos_positividad_acumulada_caba,14.6,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,personas_hisopadas,testeos_positividad_acumulada_no_caba,18.7,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,total_de_camas_sistema_publico,graves,600.0,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,total_de_camas_sistema_publico,moderados,1500.0,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,total_de_camas_sistema_publico,leves_hoteles_hospitales,5000.0,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,ocupacion_de_camas_sistema_publico,graves_total,183.0,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,ocupacion_de_camas_sistema_publico,graves_no_arm,71.0,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,ocupacion_de_camas_sistema_publico,graves_arm,112.0,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,ocupacion_de_camas_sistema_publico,moderados,161.0,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,ocupacion_de_camas_sistema_publico,leves_total_hoteles_hospitales,144.0,01OCT2021:00:00:00,2329107
01AUG2021:00:00:00,reporte_prensa,ocupacion_de_camas_sistema_publico,leves_hospitales,23.0,01OCT2021:00:00:00,2329107
11AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_barrio_barracas,23180.0,01OCT2021:00:00:00,2329107
11AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_barrio_constitucion,8933.0,01OCT2021:00:00:00,2329107
11AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_barrio_flores,42939.0,01OCT2021:00:00:00,2329107
11AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_barrio_la_boca,26244.0,01OCT2021:00:00:00,2329107
11AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_barrio_palermo,37710.0,01OCT2021:00:00:00,2329107
11AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_belgrano,54352.0,01OCT2021:00:00:00,2329107
11AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_boedo,631.0,01OCT2021:00:00:00,2329107
11AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_caballito,40249.0,01OCT2021:00:00:00,2329107
11AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_ch_piedra_buena,1501.0,01OCT2021:00:00:00,2329107
11AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_chacarita,12845.0,01OCT2021:00:00:00,2329107
11AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_coghlan,31.0,01OCT2021:00:00:00,2329107
11AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_floresta_villa_mitre,19120.0,01OCT2021:00:00:00,2329107
11AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_la_paternal,15319.0,01OCT2021:00:00:00,2329107
11AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_mataderos,31222.0,01OCT2021:00:00:00,2329107
11AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_nunez,249.0,01OCT2021:00:00:00,2329107
11AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_parque_avellaneda,2747.0,01OCT2021:00:00:00,2329107
11AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_parque_chacabuco,227.0,01OCT2021:00:00:00,2329107
11AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_parque_patricios,1319.0,01OCT2021:00:00:00,2329107
11AUG2021:00:00:00,reporte_prensa,plan_detectar_movil,hisopados_pompeya,40751.0,01OCT2021:00:00:00,2329107
31AUG2021:00:00:00,reporte_prensa,tr_en_centros_de_salud_hospitales_cesacs_cemar_e_irep,pcr_realizados_positivos_reportados_del_dia,0.0,01OCT2021:00:00:00,2329107
31AUG2021:00:00:00,reporte_prensa,tr_en_geriatricos,tr_realizados_acumulados,111818.0,01OCT2021:00:00:00,2329107
31AUG2021:00:00:00,reporte_prensa,tr_en_geriatricos,tr_realizados_acumulados_positivos,2949.0,01OCT2021:00:00:00,2329107
31AUG2021:00:00:00,reporte_prensa,tr_en_geriatricos,pcr_realizados_positivos,1708.0,01OCT2021:00:00:00,2329107
31AUG2021:00:00:00,reporte_prensa,tr_en_geriatricos,tr_nuevos,0.0,01OCT2021:00:00:00,2329107
31AUG2021:00:00:00,reporte_prensa,tr_en_geriatricos,tr_realizados_positivos_reportados_del_dia,0.0,01OCT2021:00:00:00,2329107
31AUG2021:00:00:00,reporte_prensa,tr_en_geriatricos,pcr_realizados_positivos_reportados_del_dia,0.0,01OCT2021:00:00:00,2329107
31AUG2021:00:00:00,reporte_prensa,tr_en_fuerzas_de_seguridad_insituto_de_cadetes_transporte_y_carga_manual_policia,tr_realizados_acumulados,154379.0,01OCT2021:00:00:00,2329107
31AUG2021:00:00:00,reporte_prensa,tr_en_fuerzas_de_seguridad_insituto_de_cadetes_transporte_y_carga_manual_policia,tr_realizados_acumulados_positivos,10796.0,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,casos_no_residentes,altas_reportados_del_dia,1.0,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,casos_no_residentes,fallecidos_reportados_del_dia,0.0,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,casos_no_residentes,recuperados_del_dia,150.0,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,casos_por_grupo_etario,%_positivos_entre_0_y_59_anos,83.1,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,casos_por_grupo_etario,%_fallecidos_positivos_mayores_a_60_anos,84.4,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,casos_por_grupo_etario,edad_promedio_de_fallecidos,75.1,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,personas_hisopadas,personas_hisopadas_acumulados_caba,1824865.0,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,personas_hisopadas,%_positividad_personas_hisopadas_acumulada_caba,27.6,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,personas_hisopadas,tasa_personas_hisopadas_c_1000_hab_ultimos_7_dias,8.7,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,personas_hisopadas,tasa_personas_hisopadas_c_100_000_hab,59332.7,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,personas_hisopadas,personas_hisopadas_acumulados_no_caba,1322224.0,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,personas_hisopadas,%_positividad_personas_hisopadas_acumulada_no_caba,26.5,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,personas_hisopadas,personas_hisopadas_acumulados_privado,1017444.0,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,personas_hisopadas,personas_hisopadas_acumulados_publico,2129645.0,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,personas_hisopadas,personas_hisopadas_acumulados_totales,3147089.0,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,personas_hisopadas,%_positividad_personas_hisopadas_acumulados_totales,27.2,01OCT2021:00:00:00,2329107
05SEP2021:00:00:00,reporte_prensa,personas_hisopadas,personas_hisopadas_reportados_del_dia_totales,3904.0,01OCT2021:00:00:00,2329107
25AUG2021:00:00:00,reporte_prensa,personas_hisopadas,%_positividad_personas_hisopadas_totales_96hs,3.9,01OCT2021:00:00:00,2329107
